,sheadline,numrech,dfyh
1821,[CLS]lebanon confirms holding isis chiefs kin[SEP],1821,1
1822,[CLS]isis reportedly beheads american photojournalist in iraq[SEP],1822,2
1823,[CLS] isis beheads photojournalist james wright foley in a massage to us to end its intervention in iraq[SEP],1823,3
1824,[CLS]canadian woman captured by isis in syria says she is actually fine and still fighting the jihadists despite kidnap reports[SEP],1824,0
1825,[CLS]graffiti artist banksy arrested in london identity revealed[SEP],1825,1
1826,[CLS]nun complains of stomach pains later gives birth to baby boy[SEP],1826,2
1827,[CLS]american predator drone circling islamic states stronghold[SEP],1827,3
1828,[CLS]homeless man receives 100 then shocks everyone with how he spends it[SEP],1828,0
1829,[CLS]teen makes 72 million on the stock market[SEP],1829,1
1830,[CLS]white house fence jumper got farther than previously thought sources say[SEP],1830,2
1831,[CLS]norfolk man pays 300 for his constipated goldfish to have lifesaving surgery[SEP],1831,3
1832,[CLS]chinese advised to choose british sounding names to get ahead[SEP],1832,0
1833,[CLS]eyewitness says viral video of homeless man was staged[SEP],1833,1
1834,[CLS]bih seven primary school students pregnant after five day excursion[SEP],1834,2
1835,[CLS]us marine survives headshot in afghanistan[SEP],1835,3
1836,[CLS]here video of a bird pooping on vladimir putin in the middle of a speech[SEP],1836,0
1837,[CLS]north dakota names landfill after obama[SEP],1837,1
1838,[CLS]isis claims an american hostage kayla mueller died in airstrike in syria[SEP],1838,2
1839,[CLS]boko haram denies truce says kidnapped girls have been married off[SEP],1839,3
1840,[CLS]sugarhill gang rapper big bank hank dies at 57[SEP],1840,0
1841,[CLS]web of confusion as scientists cast doubt on man claims that a spider burrowed into his stomach through his scar[SEP],1841,1
1842,[CLS]nuts [SEP],1842,2
1843,[CLS]james foley missing american photojournalist reportedly executed by isis in syria[SEP],1843,3
1844,[CLS]that was fast christian bale bails on steve jobs biopic[SEP],1844,0
1845,[CLS]iraq claims isis leader al baghdadis wife has not been arrested despite lebanon insisting woman detained at border told them she was islamist extremists spouse[SEP],1845,1
1846,[CLS]unconfirmed reports claim canadian israeli gill rosenberg captured by isis[SEP],1846,2
1847,[CLS]kim jong un has difficulty walking and needs about 100 days to recuperate [SEP],1847,3
1848,[CLS]texas plumber truck spotted in syria we have nothing to do with terror at all [SEP],1848,0
1849,[CLS]dylan thomas finds tropical spider burrowed under skin[SEP],1849,1
1850,[CLS]isis fighters have contracted ebola world health organisation investigating reports militants showed up at iraqi hospital with lethal disease[SEP],1850,2
1851,[CLS]christian bale in talks to star in sony steve jobs film[SEP],1851,3
1852,[CLS]no jordan king abdullah ii is not personally flying planes against isis[SEP],1852,0
1853,[CLS]wife of isis leader abu bakr al baghdadi detained in lebanon[SEP],1853,1
1854,[CLS] hairgate iphone 6 customers are complaining that the phone is ripping out their hair[SEP],1854,2
1855,[CLS]boko haram ceasefire doubts after attacks reported in nigeria[SEP],1855,3
1856,[CLS]meteorite leaves house sized crater in nicaraguas capital[SEP],1856,0
1857,[CLS]kfc gets occupational business license to sell marijuana in colorado restaurants kfc gets occupational business license to sell marijuana in colorado restaurants[SEP],1857,1
1858,[CLS]attorney new audio reveals pause in gunfire when michael brown was shot[SEP],1858,2
1859,[CLS]report alleged new audio of michael brown shooting[SEP],1859,3
1860,[CLS]saudi cleric says snowmen are anti islamic[SEP],1860,0
1861,[CLS]meteorite leaves crater in nicaraguan capital managua[SEP],1861,1
1862,[CLS]bali awry[SEP],1862,2
1863,[CLS]who is michael zehaf bibeau [SEP],1863,3
1864,[CLS]chinese parents try to sell their son to pay for medical treatment for his sick twin sister[SEP],1864,0
1865,[CLS]spider burrowed through tourist stomach and up into his chest[SEP],1865,1
1866,[CLS]cnn airs alleged audio from michael brown shooting[SEP],1866,2
1867,[CLS]russian man wakes up to find his testicles have been stolen[SEP],1867,3
1868,[CLS]tiger woods former luxury island goes on sale[SEP],1868,0
1869,[CLS]kfc marijuana sales to begin in colorado [SEP],1869,1
1870,[CLS]n korean leader misses annual ritual sister takes over duties[SEP],1870,2
1871,[CLS]lego letter to parents in 1974 on gender equality still resonates 40 years on[SEP],1871,3
1872,[CLS]meteorite strikes nicaraguan capital creates 16 foot deep crater[SEP],1872,0
1873,[CLS]net extra back from the dead catholic priest claims god is a female[SEP],1873,1
1874,[CLS] hairgate iphone 6 customers are complaining that the phone is ripping out their hair[SEP],1874,2
1875,[CLS]mexico finds 4 more graves at site of suspected student massacre[SEP],1875,3
1876,[CLS] sex attacker has penis cut off with a cleaver in india[SEP],1876,0
1877,[CLS]boy 16 secretly films sex with teacher then uploads it to whatsapp[SEP],1877,1
1878,[CLS]james foley missing american photojournalist reportedly executed by isis in syria[SEP],1878,2
1879,[CLS]islamic state releases video apparently showing the beheading of missing us journalist james foley[SEP],1879,3
1880,[CLS]you s[SEP],1880,0
1881,[CLS]christian bale set to play steve jobs in forthcoming biopic of apple co founder[SEP],1881,1
1882,[CLS]isis border crisis dhs chief says terrorists not entering us through mexico[SEP],1882,2
1883,[CLS]no saudi tv did not blur out images of michelle obama[SEP],1883,3
1884,[CLS]video shows isil beheading of photojournalist james foley[SEP],1884,0
1885,[CLS]spider burrows into australian man appendix scar video [SEP],1885,1
1886,[CLS]jordans king abdullah did not personally fly airstrikes on isis[SEP],1886,2
1887,[CLS] hairgate iphone 6 customers are complaining that the phone is ripping out their hair[SEP],1887,3
1888,[CLS]macaulay culkin death claims about former child star revealed to be yet another hoax[SEP],1888,0
1889,[CLS]meteorite leaves crater in nicaraguan capital managua[SEP],1889,1
1890,[CLS]report hbo now coming to apple tv next month[SEP],1890,2
1891,[CLS]woman detained in lebanon is not isis leaders wife says iraq[SEP],1891,3
1892,[CLS]sugarhill gang big bank hank dead at 57[SEP],1892,0
1893,[CLS]bih seven primary school students pregnant after five day excursion[SEP],1893,1
1894,[CLS]is ebola virus spreading among isis militants [SEP],1894,2
1895,[CLS] nasa confirms six days of darkness in december no they really do not it is a hoax[SEP],1895,3
1896,[CLS]pope francis did not tell boy heaven has room for pets contrary to report[SEP],1896,0
1897,[CLS]eyewitness viral video that netted 130k in donations is bullshit [SEP],1897,1
1898,[CLS]congressman at least 10 isis fighters caught trying to cross into us[SEP],1898,2
1899,[CLS]the chinese guide to avoiding a bad english name[SEP],1899,3
1900,[CLS] daysofdarkness no there will not be six days of darkness in december[SEP],1900,0
1901,[CLS]boko haram agrees to ceasefire release of school girls[SEP],1901,1
1902,[CLS]canadian israeli woman says she has not been captured by isis[SEP],1902,2
1903,[CLS]audio of gunfire in michael brown case authenticated by app company[SEP],1903,3
1904,[CLS]you s[SEP],1904,0
1905,[CLS]michelle obamas face blurred by saudi state television[SEP],1905,1
1906,[CLS]rapper identified as james foley executioner reports[SEP],1906,2
1907,[CLS]missing planes[SEP],1907,3
1908,[CLS]homeland security no isil fighters on you s[SEP],1908,0
1909,[CLS]watch moment tv weatherman is caught urinating in the bushes live on camera[SEP],1909,1
1910,[CLS]media reports identify londoner as islamic state jihadi john[SEP],1910,2
1911,[CLS]a vice guide to spending 300 000 on dinner[SEP],1911,3
1912,[CLS]teletubbies sun baby fans freak out over jess smith 19[SEP],1912,0
1913,[CLS]jeh johnson shoots down duncan hunter assertion is is entering you s[SEP],1913,1
1914,[CLS]kim jong un set to open a new restaurant in scotland [SEP],1914,2
1915,[CLS]isis video claims to show beheading of british hostage david haines[SEP],1915,3
1916,[CLS]bodies in mexico mass grave apparently not those of missing students[SEP],1916,0
1917,[CLS]chinese state media warns people to stop calling themselves dumbledore[SEP],1917,1
1918,[CLS]schoolboy almost killed by electric shock claims he now has superpowers like magneto[SEP],1918,2
1919,[CLS]kim jong un planning scottish restaurant[SEP],1919,3
1920,[CLS]christian bale will not play steve jobs[SEP],1920,0
1921,[CLS]homeless man receives 100 then shocks everyone with how he spends it[SEP],1921,1
1922,[CLS]islamic state training pilots to fly mig fighter planes says monitoring group[SEP],1922,2
1923,[CLS]small meteorite strikes nicaragua government says[SEP],1923,3
1924,[CLS]planetary alignment on jan 4 2015 will decrease gravity for 5 minutes causing partial weightlessness[SEP],1924,0
1925,[CLS]hoax alert father oneal who has met god and thinks she is a woman is made up just like god herself [SEP],1925,1
1926,[CLS]nigeria says it struck a cease fire with boko haram but are they talking to the right guy [SEP],1926,2
1927,[CLS] the force awakens release date jj abrams plan for an early release of star wars movie [SEP],1927,3
1928,[CLS] a wonderful wonderful sound man breaks down after hearing voicemail from his late wife that was lost for 14 years[SEP],1928,0
1929,[CLS]bali spider burrows under aussies chest[SEP],1929,1
1930,[CLS]11 jetliners missing after islamist takeover of airport[SEP],1930,2
1931,[CLS]michael phelps self proclaimed girlfriend 41 reveals she was born a male as she describes her amazing intimacy with olympic swimmer[SEP],1931,3
1932,[CLS]catholic priest dead for 48 minutes is miraculously revived his revelations about god are even more shocking[SEP],1932,0
1933,[CLS]homeland security says terrorists have not crossed you mexico border[SEP],1933,1
1934,[CLS]cnn posts alleged audio of michael brown shooting[SEP],1934,2
1935,[CLS]breaking news isis beheads missing american journalist james wright foley as warning to us to cease action in iraq[SEP],1935,3
1936,[CLS]islamist terrorists jabhat ansar al deen tweet picture of texas plumbers truck fitted with anti aircraft gun in syria[SEP],1936,0
1937,[CLS]bunbury local discovered a spider had burrowed under his skin on bali holiday[SEP],1937,1
1938,[CLS]wife and child of islamic state leader baghdadi held in lebanon[SEP],1938,2
1939,[CLS]texas plumber truck on front line of syria war[SEP],1939,3
1940,[CLS]mum faces real life sophie choice as she tries to sell her son to fund daughter care[SEP],1940,0
1941,[CLS]no banksy has not been arrested[SEP],1941,1
1942,[CLS]homeland security says terrorists have not crossed you mexico border[SEP],1942,2
1943,[CLS]canada probes michael zehaf bibeau as possible suspect in ottawa shooting source[SEP],1943,3
1944,[CLS]christian bale will not play steve jobs[SEP],1944,0
1945,[CLS]see how this homeless man spends a hundred dollars and keep a tissue handy video [SEP],1945,1
1946,[CLS]islamic state may have fighter jets now after seizing russian made migs[SEP],1946,2
1947,[CLS]questions raised over nicaragua meteorite [SEP],1947,3
1948,[CLS]the news of cesar millan death is false[SEP],1948,0
1949,[CLS]meteorite makes big crater in nicaragua government says[SEP],1949,1
1950,[CLS]horror isis fighters have reportedly contracted ebola[SEP],1950,2
1951,[CLS]militant group says it killed american journalist in syria[SEP],1951,3
1952,[CLS]emotional sergeant at arms is greeted back to parliament with a rousing standing ovation a day after he heroically shot dead terrorist the first time he used weapon in 30 year career[SEP],1952,0
1953,[CLS]feminist says she aborted baby because it was a boy[SEP],1953,1
1954,[CLS]report stainless steel apple watch will be priced 500 gold at 5 000[SEP],1954,2
1955,[CLS]guru who ordered 400 followers to be castrated so they could be closer to god is investigated for grievous bodily harm in india[SEP],1955,3
1956,[CLS]mom calls 911 on masturbating teenage son boy arrested charged with new self rape state law[SEP],1956,0
1957,[CLS]batmobile stolen from batman v superman dawn of justice set zack snyder knows who did it[SEP],1957,1
1958,[CLS]cnn audio is this the moment michael brown was shot [SEP],1958,2
1959,[CLS]islamic state claims to have beheaded american journalist[SEP],1959,3
1960,[CLS]heartwarming video shows son revealing hes paid off parents mortgage as a christmas gift[SEP],1960,0
1961,[CLS]small meteorite strikes in nicaragua capital city of managua[SEP],1961,1
1962,[CLS]christian bale will not play steve jobs after all[SEP],1962,2
1963,[CLS]pope francis did not tell boy heaven has room for pets contrary to report[SEP],1963,3
1964,[CLS]who should play steve jobs now that christian bale quit [SEP],1964,0
1965,[CLS]penis graffiti drawn on 1 5million bugatti veyron[SEP],1965,1
1966,[CLS]former british rapper reportedly under investigation for james foley beheading[SEP],1966,2
1967,[CLS]white house fence jumper pushed past female guard[SEP],1967,3
1968,[CLS]pentagon denies it killed isis chief as airstrikes hit top extremists[SEP],1968,0
1969,[CLS]this kid made 72 million during lunch[SEP],1969,1
1970,[CLS]iraqi and kurdish media reports isis fighters have contracted ebola[SEP],1970,2
1971,[CLS]sadly pumpkin spice condoms are not a thing after all[SEP],1971,3
1972,[CLS]watch naked airport worker walk through scanner in bizarre protest against rough guards[SEP],1972,0
1973,[CLS]op ed hoax priest who never existed claims he died saw female god[SEP],1973,1
1974,[CLS]photo of slain is leader reported to be doctored[SEP],1974,2
1975,[CLS] isis beheads photojournalist james wright foley in a massage to us to end its intervention in iraq[SEP],1975,3
1976,[CLS]dead for 48 minutes catholic priest claims god is female[SEP],1976,0
1977,[CLS]watch bird launches airstrike on putins shoulder updated [SEP],1977,1
1978,[CLS]nigeria says it has deal with boko haram to release kidnapped girls[SEP],1978,2
1979,[CLS]nicaraguan commission on possible meteorite crash presents rock samples[SEP],1979,3
1980,[CLS]no there are not any ebola cases in iraq[SEP],1980,0
1981,[CLS]video messaging service verifies timing of cnn audio recording[SEP],1981,1
1982,[CLS]kim jong un absent north korean leader is recovering from ankle surgery [SEP],1982,2
1983,[CLS]video purports to show beheading of you s[SEP],1983,3
1984,[CLS]seven girls fall pregnant after five day school trip in bosnia and herzegovina[SEP],1984,0
1985,[CLS]priest claim of seeing god as a woman dismissed as hoax[SEP],1985,1
1986,[CLS]ottawa gunman identified as 32 year old michael zehaf bibeau[SEP],1986,2
1987,[CLS]weaponized ebola [SEP],1987,3
1988,[CLS]iraq says arrested woman is not the wife of isis leader al baghdadi[SEP],1988,0
1989,[CLS]strange mark turns out to be tropical spider burrowing under vacationer skin[SEP],1989,1
1990,[CLS]isis beheads american journalist[SEP],1990,2
1991,[CLS]star wars vii for a new summer release date [SEP],1991,3
1992,[CLS] isis beheads photojournalist james wright foley in a massage to us to end its intervention in iraq[SEP],1992,0
1993,[CLS]no that was not paul rudd tackling an airport homophobe[SEP],1993,1
1994,[CLS]us officials video shows american execution[SEP],1994,2
1995,[CLS]batmobile stolen from batman v superman dawn of justice set [SEP],1995,3
1996,[CLS]christian bale will not play steve jobs[SEP],1996,0
1997,[CLS]nasa confirms earth will experience 6 days of total darkness in december 2014 [SEP],1997,1
1998,[CLS]alleged ottawa gunman what we know so far about michael zehaf bibeau[SEP],1998,2
1999,[CLS]james wright foley kidnapped journalist apparently executed by isis[SEP],1999,3
2000,[CLS]doubts cast over nicaragua meteorite claim[SEP],2000,0
2001,[CLS]isil beheads american photojournalist in iraq[SEP],2001,2
2002,[CLS]iraqi media says isis militants have contracted ebola[SEP],2002,2
2003,[CLS]elon university has not banned the term freshman despite rumors[SEP],2003,1
2004,[CLS]obama murder of james foley shocks the conscience of the entire world [SEP],2004,0
2005,[CLS]macaulay culkin dead internet death hoax claims actor found dead in apartment[SEP],2005,0
2006,[CLS]graffiti artist banksy arrested in london identity revealed[SEP],2006,1
2007,[CLS]bodies in mexico mass grave apparently not those of missing students[SEP],2007,3
2008,[CLS]boko haram ceasefire doubts after attacks reported in nigeria[SEP],2008,2
2009,[CLS]meteorite strike in nicaragua puzzles experts[SEP],2009,1
2010,[CLS]comcast gets customer fired for complaining about poor service[SEP],2010,2
2011,[CLS]pumpkin spice condoms and 6 other flavors that are not happening[SEP],2011,0
2012,[CLS]sadly pumpkin spice condoms are not a thing after all[SEP],2012,0
2013,[CLS]man discovers spider living under his skin during bali vacation[SEP],2013,1
2014,[CLS]obama murder of james foley shocks the conscience of the entire world [SEP],2014,3
2015,[CLS]biological warfare on the horizon [SEP],2015,3
2016,[CLS]magic mushrooms found in queen elizabeth garden at buckingham palace[SEP],2016,0
2017,[CLS]us uk eye rapper as british born militant who beheaded journalist james foley[SEP],2017,2
2018,[CLS]texas city plumber truck ends up in syrian war[SEP],2018,0
2019,[CLS]north korean leader kim jong un had ankle surgery report says[SEP],2019,3
2020,[CLS]michael phelps alleged girlfriend says she was born intersex[SEP],2020,3
2021,[CLS]dylan thomas finds tropical spider burrowed under skin[SEP],2021,1
2022,[CLS]spider burrowed into appendix scar crawled through wa man body[SEP],2022,1
2023,[CLS]boko haram ceasefire ignored as violence flares in borno state[SEP],2023,2
2024,[CLS]accused boston marathon bomber severely injured in prison may never walk or talk again[SEP],2024,3
2025,[CLS]see how this homeless man spends a hundred dollars and keep a tissue handy video [SEP],2025,1
2026,[CLS]islamic state in video titled a message to america beheads american journalist james wright foley who was kidnapped in 2012[SEP],2026,2
2027,[CLS]once again the banksy arrest is a giant hoax[SEP],2027,3
2028,[CLS]weather reporter caught writing his name in the snow was not ready to go on camera updated [SEP],2028,1
2029,[CLS]meteorite strikes nicaraguan capital creates 16 foot deep crater[SEP],2029,1
2030,[CLS]shots heard in alleged brown shooting recording audio [SEP],2030,2
2031,[CLS]pants on fire duncan hunter makes unconfirmed claim border patrol caught at least 10 isis fighters[SEP],2031,1
2032,[CLS]is ebola virus spreading among isis militants [SEP],2032,2
2033,[CLS]identity of isis terrorist known as jihadi john reportedly revealed[SEP],2033,3
2034,[CLS]star wars the force awakens to be released this summer [SEP],2034,2
2035,[CLS]watch isis claims to have captured you s[SEP],2035,3
2036,[CLS]how did a texas plumber truck end up with syrian rebels [SEP],2036,0
2037,[CLS]boko haram agrees to ceasefire release of school girls[SEP],2037,1
2038,[CLS]net extra back from the dead catholic priest claims god is a female[SEP],2038,0
2039,[CLS]no a spider probably did not crawl through a man body for several days[SEP],2039,0
2040,[CLS]india rape crisis sees mob castrate alleged sex attacker in shocking scenes[SEP],2040,0
2041,[CLS]insurgents killed in nigeria despite alleged truce with boko haram[SEP],2041,2
2042,[CLS]saudi fatwa banning snowmen triggers heated debate[SEP],2042,3
2043,[CLS]no saudi tv did not blur out michelle obama face when the president met king salman[SEP],2043,0
2044,[CLS]lebanon detains wife and son of al baghdadi[SEP],2044,1
2045,[CLS]report isis leader abu bakr al baghdadi assassinated in you s[SEP],2045,2
2046,[CLS]kidnapped nigerian schoolgirls government claims ceasefire deal with boko haram that will bring missing girls home[SEP],2046,3
2047,[CLS]vandal paints penis on 1 5million bugatti veyron[SEP],2047,1
2048,[CLS]spider burrows into australian man appendix scar video [SEP],2048,1
2049,[CLS]james wright foley kidnapped journalist apparently executed by isis[SEP],2049,2
2050,[CLS]nigeria claims deal with boko haram on ceasefire kidnapped girls[SEP],2050,2
2051,[CLS]fake bbc news website set up to carry charlie hebdo attack conspiracy theories[SEP],2051,1
2052,[CLS]dog abandoned at scottish rail station with suitcase full of belongings read more http www ctvnews ca world dog abandoned at scottish rail station with suitcase full of belongings 1 2175026 ixzz3o9shc1io[SEP],2052,0
2053,[CLS]batmobile stolen from batman v superman dawn of justice set zack snyder knows who did it[SEP],2053,1
2054,[CLS]report taliban detainee swapped for bowe bergdahl suspected of trying to return to terrorism[SEP],2054,2
2055,[CLS]lebanon confirms holding isis chiefs kin[SEP],2055,3
2056,[CLS]actor has his testicles stolen after meeting young blonde woman at a bar[SEP],2056,0
2057,[CLS]rapper identified as james foley executioner reports[SEP],2057,2
2058,[CLS]paul rudd is not the viral video hero who tackled a gay basher in dallas[SEP],2058,3
2059,[CLS]jordans king may participate personally in isis raids[SEP],2059,3
2060,[CLS]vogues rat infestation disturbing new details[SEP],2060,0
2061,[CLS]student accidentally sets college on fire during fireworks proposal[SEP],2061,0
2062,[CLS]video purports to show beheading of you s[SEP],2062,3
2063,[CLS]moment michael brown was shot dead caught on audio recording fbi handed potentially damning tape of eleven shots being fired including final volley of kill shots [SEP],2063,2
2064,[CLS]n koreas kim has leg injury but in control[SEP],2064,3
2065,[CLS]oscar winner christian bale to play steve jobs in upcoming biopic[SEP],2065,1
2066,[CLS]fence jumper ran through much of main floor of white house report[SEP],2066,2
2067,[CLS]you s[SEP],2067,3
2068,[CLS]wild misinformation brian williams explains the mike seidel liveshot[SEP],2068,0
2069,[CLS]newly discovered mass grave linked to missing mexican students[SEP],2069,1
2070,[CLS]canadian official identifies dead ottawa gunman as michael zehaf bibeau[SEP],2070,2
2071,[CLS]kfc gets occupational business license to sell marijuana in colorado restaurants kfc gets occupational business license to sell marijuana in colorado restaurants[SEP],2071,1
2072,[CLS]indian civil servant sacked after 24 year sickie [SEP],2072,0
2073,[CLS]batman set to play steve jobs in upcoming biopic[SEP],2073,1
2074,[CLS]an audio recording of the michael brown shooting has reportedly surfaced[SEP],2074,2
2075,[CLS]libya missing libya planes spark security concerns[SEP],2075,3
2076,[CLS]report possible audio tape of michael brown shooting[SEP],2076,3
2077,[CLS]isis video shows execution of david cawthorne haines british aid worker[SEP],2077,0
2078,[CLS]mexico says missing students not found in first mass graves[SEP],2078,2
2079,[CLS]nbc tom brokaw reportedly wants brian williams fired over fabricated iraq helicopter story[SEP],2079,3
2080,[CLS]british hostage david haines beheaded by islamic state terrorists[SEP],2080,0
2081,[CLS]small meteorite strikes in nicaragua capital city of managua[SEP],2081,1
2082,[CLS]breaking british born hostage killed in failed rescue attempt [SEP],2082,2
2083,[CLS]audio recording allegedly captures moment michael brown was shot[SEP],2083,3
2084,[CLS]bunbury local discovered a spider had burrowed under his skin on bali holiday[SEP],2084,1
2085,[CLS]missing jetliners raise fear of new 9 11 style attacks after libyan airport falls to islamic militants[SEP],2085,1
2086,[CLS]6 islamist militants killed in us attack in somalia[SEP],2086,3
2087,[CLS]soldier gunman killed in shooting incident near canadian parliament[SEP],2087,0
2088,[CLS]parents are furious after seven girls aged 13 14 fall pregnant on a school trip[SEP],2088,1
2089,[CLS]shocking indian man penis cut off after he was caught attempting rape photos [SEP],2089,0
2090,[CLS]bali spider burrows under aussies chest[SEP],2090,1
2091,[CLS]urgent the leader of isil abu bakr al baghdadi killed [SEP],2091,1
2092,[CLS]amazon plans ad supported video streaming service ny post[SEP],2092,3
2093,[CLS]wife of isis leader abu bakr al baghdadi detained in lebanon[SEP],2093,1
2094,[CLS]media reports identify londoner as islamic state jihadi john[SEP],2094,2
2095,[CLS]this letter to parents from a 1970s lego set contains an important message for gender equality[SEP],2095,3
2096,[CLS]dog abandoned at ayr station with belongings in suitcase[SEP],2096,0
2097,[CLS]watch bird launches airstrike on putins shoulder updated [SEP],2097,1
2098,[CLS]star wars vii for a new summer release date [SEP],2098,2
2099,[CLS]no that broken pencil illustration is not by banksy[SEP],2099,0
2100,[CLS]did josh paler lin stage his viral video about helping the homeless [SEP],2100,1
2101,[CLS]eyewitness says viral video of homeless man was staged[SEP],2101,1
2102,[CLS]mexico finds 4 more graves at site of suspected student massacre[SEP],2102,2
2103,[CLS]meet the x boy electric shock turns kid into magneto[SEP],2103,0
2104,[CLS]j j abrams asks disney to move up star wars the force awakens release date[SEP],2104,2
2105,[CLS]luke somers dies in rescue attempt sister says yemeni defense ministry says unnamed us hostage freed[SEP],2105,3
2106,[CLS]rumor gold apple watch edition priced up to 5 000 steel version at 500 will debut on february 14[SEP],2106,2
2107,[CLS]dna test confirms child is is head abu bakr al baghdadi daughter[SEP],2107,1
2108,[CLS]predator drone reportedly spotted over isis hotbed in syria airstrikes hit isis targets[SEP],2108,2
2109,[CLS]more american weapons for isis[SEP],2109,0
2110,[CLS]israel opens dams floods gaza[SEP],2110,1
2111,[CLS]nigeria hopes for return of kidnapped schoolgirls rise after ceasefire reported[SEP],2111,2
2112,[CLS]mirfield man tears of joy after lost voicemail of wife retrieved[SEP],2112,0
2113,[CLS]nasa questions whether crater in nicaragua caused by meteorite[SEP],2113,1
2114,[CLS]christian bale exits steve jobs movie exclusive [SEP],2114,3
2115,[CLS]priest claim of seeing god as a woman dismissed as hoax[SEP],2115,1
2116,[CLS]officials refute iraqi media reports that isis members have contracted ebola in mosul[SEP],2116,3
2117,[CLS]who investigates media reports isis fighters contracted ebola[SEP],2117,3
2118,[CLS]north korean leader kim jong un to open restaurant in scotland[SEP],2118,1
2119,[CLS]man cuts off manhood throws it in the bin after girlfriend leaves over small penis[SEP],2119,0
2120,[CLS]report claims kim jong un underwent surgery to repair fractured ankles[SEP],2120,2
2121,[CLS]tourist wakes to find strange red trail on his stomach and discovers a spider has burrowed through his appendix scar and crawled under his skin while on holiday in bali[SEP],2121,3
2122,[CLS]christian bale set to play steve jobs in forthcoming biopic of apple co founder[SEP],2122,1
2123,[CLS]no islamic state militants have not been caught by you s[SEP],2123,3
2124,[CLS]that was fast christian bale bails on steve jobs biopic[SEP],2124,1
2125,[CLS]prankster gives homeless man 100 secretly follows him and learns he buys food for others[SEP],2125,0
2126,[CLS]university bans word freshman because its sexist and promotes rape[SEP],2126,0
2127,[CLS]wife and son of islamic state leader abu bakr al baghdadi detained in lebanon[SEP],2127,1
2128,[CLS]michelle obamas face blurred by saudi state television[SEP],2128,1
2129,[CLS]islamic militants post video claiming to show beheading of you s[SEP],2129,2
2130,[CLS]six months after abducting nigerian schoolgirls boko haram reportedly wants to free them[SEP],2130,2
2131,[CLS]see it isis militants caught trying to cross border into texas congressman claims[SEP],2131,3
2132,[CLS]could kim jong un open a restaurant in scotland [SEP],2132,3
2133,[CLS]obama administration denies congressman claim that at least ten isis fighters have been caught coming across the mexican border in texas [SEP],2133,1
2134,[CLS]michael phelps girlfriend reveals she was born a man and never told the swimmer[SEP],2134,0
2135,[CLS]wife and son of islamic state leader abu bakr al baghdadi detained in lebanon[SEP],2135,3
2136,[CLS]kanye west barred from all future awards shows[SEP],2136,1
2137,[CLS]catholic priest dies for 48 minutes comes back to life and claims god is female[SEP],2137,1
2138,[CLS] american bombing had signed my death certificate missing us journalist james wright foley goes unflinching to his death as isis behead him in horrific video as a warning to obama[SEP],2138,0
2139,[CLS]star wars the force awakens may get an early release datereport[SEP],2139,3
2140,[CLS]this dog was left at a railway station with a suitcase of his belongings after he was sold on gumtree[SEP],2140,0
2141,[CLS]apple watch will not be the digital doctor it could have been[SEP],2141,2
2142,[CLS]jihadi john unmasked islamic state killer named as west londoner mohammed emwazi[SEP],2142,2
2143,[CLS]cnn plays alleged recording of michael brown shooting[SEP],2143,2
2144,[CLS]video marine survives taliban sniper headshot thanks to helmet[SEP],2144,0
2145,[CLS]christian bale will not play steve jobs[SEP],2145,1
2146,[CLS]bali spider burrows under aussies chest[SEP],2146,1
2147,[CLS]tropical spider burrowed under man skin through appendix scar and lived there for three days[SEP],2147,1
2148,[CLS]michelle obamas face blurred by saudi state television[SEP],2148,3
2149,[CLS]christian bale set to play steve jobs in forthcoming biopic of apple co founder[SEP],2149,1
2150,[CLS]would be rapist has penis severed by angry mob[SEP],2150,3
2151,[CLS]cheeky vandals paint giant penis on bonnet of 1 5 million bugatti veyron sportscar[SEP],2151,3
2152,[CLS]jihadi john identity revealed as mohammed emwazi live[SEP],2152,3
2153,[CLS]wife and child of islamic state leader baghdadi held in lebanon[SEP],2153,1
2154,[CLS]shots heard in alleged brown shooting recording audio [SEP],2154,2
2155,[CLS]ann arbor pizza delivery driver surprised with 2 000 tip[SEP],2155,0
2156,[CLS]israel denies causing gaza floods by opening dams[SEP],2156,1
2157,[CLS]teen made 72 million trading stocks confirms teen dominance worldwide[SEP],2157,1
2158,[CLS]kim jong un broke both ankles and is hospitalized report claims[SEP],2158,2
2159,[CLS]unconfirmed reports saying isis uk hostage david haines beheaded[SEP],2159,2
2160,[CLS]calm yourselves durex has not come out with a pumpkin spice condom[SEP],2160,0
2161,[CLS]catholic priest dies for 48 minutes comes back to life and claims god is female[SEP],2161,1
2162,[CLS]bih seven primary school students pregnant after five day excursion[SEP],2162,0
2163,[CLS]isis militants claim to have killed us journalist james foley[SEP],2163,3
2164,[CLS]macaulay culkin dead actor once again victim of death hoax[SEP],2164,0
2165,[CLS]wife and son of isil leader abu bakr al baghdadi detained at lebanon border [SEP],2165,1
2166,[CLS]small meteorite hits managua[SEP],2166,1
2167,[CLS]nigeria boko haram reach ceasefire deal kidnapped girls to go free official says[SEP],2167,3
2168,[CLS]expert casts doubt on bunbury man dylan thomass burrowing stomach spider story[SEP],2168,1
2169,[CLS]this is why rumors that isis is crossing the border into the you s[SEP],2169,2
2170,[CLS]kim jong un set to open a new restaurant in scotland [SEP],2170,2
2171,[CLS]kim jong un sister reportedly running n korea[SEP],2171,3
2172,[CLS]tropical spider burrows under man skin lives there for three days[SEP],2172,1
